"signature","draw","mean_patient_difference","median_patient_difference","concordant_patients"
"SenMayo_nonoverlap",156,0.189832817329228,0.192219654207979,22
"SenMayo_nonoverlap",157,0.237253154647629,0.239864125426864,23
"SenMayo_nonoverlap",158,0.244586333656974,0.222188261410514,23
"SenMayo_nonoverlap",159,0.103461037360653,0.105295213840341,19
"SenMayo_nonoverlap",160,0.180911914369529,0.174981683723327,23
"SenMayo_nonoverlap",161,0.203981768545725,0.210453278985366,22
"SenMayo_nonoverlap",162,0.24590115549156,0.255538802481653,23
"SenMayo_nonoverlap",163,0.280873130011266,0.272708480794205,23
"SenMayo_nonoverlap",164,0.176725371885245,0.157726770274883,22
"SenMayo_nonoverlap",165,0.333175990123209,0.333153148911502,23
"SenMayo_nonoverlap",166,0.181450750270567,0.187137672615112,23
"SenMayo_nonoverlap",167,0.166197876637601,0.149328229094302,23
"SenMayo_nonoverlap",168,0.244799684544403,0.230681653105836,23
"SenMayo_nonoverlap",169,0.239075778829851,0.207110238780716,23
"SenMayo_nonoverlap",170,0.275033216138533,0.280924045311587,23
"SenMayo_nonoverlap",171,0.232538375273092,0.250796059839212,23
"SenMayo_nonoverlap",172,0.193552554855984,0.179795183225591,23
"SenMayo_nonoverlap",173,0.287818797683966,0.289125721469603,22
"SenMayo_nonoverlap",174,0.23434436495223,0.245503695669733,23
"SenMayo_nonoverlap",175,0.209339951487117,0.197064565352533,23
"SenMayo_nonoverlap",176,0.216559272338167,0.239398188896281,23
"SenMayo_nonoverlap",177,0.111059624471149,0.10101997747516,21
"SenMayo_nonoverlap",178,0.1469602118287,0.147476321481553,23
"SenMayo_nonoverlap",179,0.290162859158444,0.290286725292147,23
"SenMayo_nonoverlap",180,0.211848710879203,0.200949851533955,23
"SenMayo_nonoverlap",181,0.29649283696204,0.282205924921408,23
"SenMayo_nonoverlap",182,0.246168482445177,0.251644228761281,23
"SenMayo_nonoverlap",183,0.177957228735044,0.191464527258176,22
"SenMayo_nonoverlap",184,0.08539718031761,0.0793382397152959,23
"SenMayo_nonoverlap",185,0.25608448832966,0.261402342104639,23
"SenMayo_nonoverlap",186,0.215838502218561,0.225902689364948,23
"SenMayo_nonoverlap",187,0.232017892657107,0.229644170277469,23
"SenMayo_nonoverlap",188,0.242705336705827,0.240459701789159,23
"SenMayo_nonoverlap",189,0.242863301363786,0.223109611957514,23
"SenMayo_nonoverlap",190,0.28064439318453,0.287774968837098,23
"SenMayo_nonoverlap",191,0.150573519756067,0.157554075150574,22
"SenMayo_nonoverlap",192,0.259079201830573,0.267639406240235,23
"SenMayo_nonoverlap",193,0.230272909699621,0.229017236019029,23
"SenMayo_nonoverlap",194,0.225321451264799,0.215305668703778,23
"SenMayo_nonoverlap",195,0.214654645491764,0.218018437153164,23
"SenMayo_nonoverlap",196,0.208448003189566,0.209572092525168,23
"SenMayo_nonoverlap",197,0.278296183287608,0.289061230136378,23
"SenMayo_nonoverlap",198,0.332317621411078,0.322957280126711,23
"SenMayo_nonoverlap",199,0.232567565962512,0.229325976731394,23
"SenMayo_nonoverlap",200,0.204567271917392,0.203129925577668,23
"SenMayo_nonoverlap",201,0.176767249637126,0.171626718196314,22
"SenMayo_nonoverlap",202,0.221407223169675,0.213421160728713,23
"SenMayo_nonoverlap",203,0.246980017026731,0.232258553321425,23
"SenMayo_nonoverlap",204,0.153569074672468,0.160837841041081,22
"SenMayo_nonoverlap",205,0.237688501798628,0.239708539433094,23
"SenMayo_nonoverlap",206,0.317360092135827,0.314122591591035,22
"SenMayo_nonoverlap",207,0.186347750937567,0.191660536359046,23
"SenMayo_nonoverlap",208,0.253975109620354,0.249934523839359,23
"SenMayo_nonoverlap",209,0.128483267075699,0.132937892029712,22
"SenMayo_nonoverlap",210,0.166168553307066,0.173561549134353,22
"SenMayo_nonoverlap",211,0.120255413386636,0.12219588910974,22
"SenMayo_nonoverlap",212,0.21360069478792,0.214646914320289,23
"SenMayo_nonoverlap",213,0.358092579188429,0.356243321130976,23
"SenMayo_nonoverlap",214,0.28283770693677,0.272577590005674,23
"SenMayo_nonoverlap",215,0.189144827443735,0.207474085695018,22
"SenMayo_nonoverlap",216,0.329302991572187,0.338245212812838,23
"SenMayo_nonoverlap",217,0.152150577449931,0.158337265894312,22
"SenMayo_nonoverlap",218,0.25726457157429,0.258620774223819,23
"SenMayo_nonoverlap",219,0.182729607027431,0.177364733673564,23
"SenMayo_nonoverlap",220,0.256438404543543,0.262358472947646,23
"SenMayo_nonoverlap",221,0.231804092809119,0.228617580213227,23
"SenMayo_nonoverlap",222,0.26522238284446,0.229812855100504,23
"SenMayo_nonoverlap",223,0.147146584611043,0.155579356798232,22
"SenMayo_nonoverlap",224,0.119854313202638,0.124458718367704,22
"SenMayo_nonoverlap",225,0.33593415032488,0.340709041548439,23
"SenMayo_nonoverlap",226,0.167083762178969,0.156889480007565,23
"SenMayo_nonoverlap",227,0.230442098153919,0.243941832485457,23
"SenMayo_nonoverlap",228,0.176552077131276,0.186018154081671,22
"SenMayo_nonoverlap",229,0.18414948000389,0.183746558975488,22
"SenMayo_nonoverlap",230,0.303647444826282,0.297919264043294,23
"SenMayo_nonoverlap",231,0.186941691481887,0.160982522405092,23
"SenMayo_nonoverlap",232,0.232873099658599,0.230442617720303,23
"SenMayo_nonoverlap",233,0.127143435968636,0.109380128784069,21
"SenMayo_nonoverlap",234,0.23245503971574,0.216165705415531,22
"SenMayo_nonoverlap",235,0.265119726011176,0.277020344940335,23
"SenMayo_nonoverlap",236,0.341308041076571,0.327661025787375,23
"SenMayo_nonoverlap",237,0.325196121762178,0.343899029953652,23
"SenMayo_nonoverlap",238,0.211241503329004,0.212442741109475,23
"SenMayo_nonoverlap",239,0.248986706077102,0.24081633418513,23
"SenMayo_nonoverlap",240,0.156866045696386,0.150627531681933,22
"SenMayo_nonoverlap",241,0.139613249608495,0.135955337110787,22
"SenMayo_nonoverlap",242,0.172289110785873,0.175117352253513,23
"SenMayo_nonoverlap",243,0.223692050714796,0.203439458844262,23
"SenMayo_nonoverlap",244,0.225671116307209,0.226802129919065,23
"SenMayo_nonoverlap",245,0.188937301373042,0.195882697580497,23
"SenMayo_nonoverlap",246,0.166364723391486,0.168217984567205,22
"SenMayo_nonoverlap",247,0.218549860437916,0.205366209941691,22
"SenMayo_nonoverlap",248,0.256792231274263,0.243609179215825,23
"SenMayo_nonoverlap",249,0.278999340129715,0.264969680229469,23
"SenMayo_nonoverlap",250,0.222131269066782,0.223908334446254,23
"SenMayo_nonoverlap",251,0.270865467402473,0.251104707225775,23
"SenMayo_nonoverlap",252,0.239718377556132,0.244321943515257,23
"SenMayo_nonoverlap",253,0.266698059508134,0.287879621502254,23
"SenMayo_nonoverlap",254,0.219600254419092,0.227493639697206,22
"SenMayo_nonoverlap",255,0.250218553265903,0.267547330722569,23
"SenMayo_nonoverlap",256,0.246980061063675,0.24905689323655,23
"SenMayo_nonoverlap",257,0.158296388183559,0.166622973818793,22
"SenMayo_nonoverlap",258,0.265313359924338,0.262037581310849,23
"SenMayo_nonoverlap",259,0.2002890906866,0.182353644920914,23
"SenMayo_nonoverlap",260,0.277503580086819,0.270760470975016,23
"SenMayo_nonoverlap",261,0.343850616307369,0.338533090417438,23
"SenMayo_nonoverlap",262,0.268336258508869,0.261994035489354,23
"SenMayo_nonoverlap",263,0.253969561436636,0.240370915920932,22
"SenMayo_nonoverlap",264,0.292395426552406,0.3011945622073,23
"SenMayo_nonoverlap",265,0.193966686338533,0.17217009652548,23
"SenMayo_nonoverlap",266,0.16750201371098,0.180151223307798,23
"SenMayo_nonoverlap",267,0.0318230179251387,0.037342186997327,16
"SenMayo_nonoverlap",268,0.277733726056524,0.278949365817511,23
"SenMayo_nonoverlap",269,0.281844182876662,0.282784754576476,23
"SenMayo_nonoverlap",270,0.163812803437062,0.154829546355269,23
"SenMayo_nonoverlap",271,0.137064521790215,0.144898502863116,23
"SenMayo_nonoverlap",272,0.272123098090934,0.272408417357952,23
"SenMayo_nonoverlap",273,0.134430742464771,0.144582304320018,21
"SenMayo_nonoverlap",274,0.288833155586793,0.270660693110649,23
"SenMayo_nonoverlap",275,0.283440965880801,0.287616551546019,23
"SenMayo_nonoverlap",276,0.170122008538409,0.17738869038188,22
"SenMayo_nonoverlap",277,0.157619988445459,0.176256532325802,22
"SenMayo_nonoverlap",278,0.251922891112591,0.247943561338424,23
"SenMayo_nonoverlap",279,0.311041485272005,0.331442493266926,23
"SenMayo_nonoverlap",280,0.24013792704752,0.24005873638211,23
"SenMayo_nonoverlap",281,0.163349453117017,0.170891234841887,22
"SenMayo_nonoverlap",282,0.312270360135932,0.278215512510611,23
"SenMayo_nonoverlap",283,0.284060593321213,0.282517615723074,23
"SenMayo_nonoverlap",284,0.268638074433858,0.2720715867536,23
"SenMayo_nonoverlap",285,0.233186360383228,0.235620601929552,23
"SenMayo_nonoverlap",286,0.267286535961391,0.247488881407237,23
"SenMayo_nonoverlap",287,0.172613820249313,0.176896068988276,23
"SenMayo_nonoverlap",288,0.262970400390907,0.250186110333931,23
"SenMayo_nonoverlap",289,0.242899548148886,0.232223365316681,23
"SenMayo_nonoverlap",290,0.227377654323006,0.24587739660204,23
"SenMayo_nonoverlap",291,0.334491851790108,0.319736722000561,23
"SenMayo_nonoverlap",292,0.117066585694486,0.111223610800381,22
"SenMayo_nonoverlap",293,0.322530263456365,0.332143790224411,23
"SenMayo_nonoverlap",294,0.194248518305727,0.180541617315899,23
"SenMayo_nonoverlap",295,0.284996895358947,0.312619259952334,23
"SenMayo_nonoverlap",296,0.208351619315474,0.203847944123588,23
"SenMayo_nonoverlap",297,0.18908417466755,0.17493601273209,23
"SenMayo_nonoverlap",298,0.229117583016108,0.238443137303297,23
"SenMayo_nonoverlap",299,0.170492725117362,0.186829037417833,22
"SenMayo_nonoverlap",300,0.177872768175926,0.161758991826343,22
"SenMayo_nonoverlap",301,0.232744157601152,0.213470698203577,23
"SenMayo_nonoverlap",302,0.286048891974573,0.268167470661688,23
"SenMayo_nonoverlap",303,0.312221372606452,0.306215251066595,23
"SenMayo_nonoverlap",304,0.185780330299954,0.202105738649555,22
"SenMayo_nonoverlap",305,0.16115124111916,0.14944941173163,23
"SenMayo_nonoverlap",306,0.18904624045152,0.174564964776887,23
"SenMayo_nonoverlap",307,0.242088785378458,0.239793710357722,23
"SenMayo_nonoverlap",308,0.264600205566659,0.24670478482806,23
"SenMayo_nonoverlap",309,0.160730311017206,0.154463766640928,23
"SenMayo_nonoverlap",310,0.178039770818994,0.19382922119744,23
"SenMayo_nonoverlap",311,0.214374187430472,0.203053107618945,23
"SenMayo_nonoverlap",312,0.24706580292334,0.247318867809161,23
"SenMayo_nonoverlap",313,0.252698671684612,0.243989203871182,23
"SenMayo_nonoverlap",314,0.331571489473291,0.326787511933689,23
"SenMayo_nonoverlap",315,0.309948456730124,0.323759112007173,23
"SenMayo_nonoverlap",316,0.229449708492749,0.207361448011395,23
"SenMayo_nonoverlap",317,0.235131526830297,0.221938427807991,23
"SenMayo_nonoverlap",318,0.240202270507458,0.25534719014555,23
"SenMayo_nonoverlap",319,0.178978106473735,0.166114323845509,23
"SenMayo_nonoverlap",320,0.195477671980693,0.19591438913379,23
"SenMayo_nonoverlap",321,0.269292154230872,0.257573000170124,23
"SenMayo_nonoverlap",322,0.165419060830349,0.161711466028111,22
"SenMayo_nonoverlap",323,0.343173055673664,0.344796498071029,23
"SenMayo_nonoverlap",324,0.276038056601682,0.279577559513105,23
"SenMayo_nonoverlap",325,0.226065695265871,0.218178832247086,23
"SenMayo_nonoverlap",326,0.248856856629653,0.253271464393445,23
"SenMayo_nonoverlap",327,0.1584880648533,0.173712899095848,22
"SenMayo_nonoverlap",328,0.311241604635543,0.292691457015719,23
"SenMayo_nonoverlap",329,0.206837668493617,0.197694215809112,23
"SenMayo_nonoverlap",330,0.34230679439097,0.348880970991329,23
"SenMayo_nonoverlap",331,0.1806743096916,0.175712680973642,23
"SenMayo_nonoverlap",332,0.265279831030583,0.277454388085496,23
"SenMayo_nonoverlap",333,0.172129374066329,0.166970484001756,22
"SenMayo_nonoverlap",334,0.269367248377414,0.273796234760159,23
"SenMayo_nonoverlap",335,0.189424912528742,0.18122219472159,23
"SenMayo_nonoverlap",336,0.121018722743114,0.125958119532378,22
"SenMayo_nonoverlap",337,0.188301370536337,0.184518049582818,23
"SenMayo_nonoverlap",338,0.174736116863152,0.174031821503543,23
"SenMayo_nonoverlap",339,0.245991799958007,0.247825088085811,22
"SenMayo_nonoverlap",340,0.141311103492483,0.135203104758691,22
"SenMayo_nonoverlap",341,0.128136804124042,0.168474320922855,21
"SenMayo_nonoverlap",342,0.222047468255359,0.221655083004278,22
"SenMayo_nonoverlap",343,0.225373482704285,0.224197314871897,23
"SenMayo_nonoverlap",344,0.147729035648882,0.143647686212653,23
"SenMayo_nonoverlap",345,0.228137365514756,0.241520574416131,23
"SenMayo_nonoverlap",346,0.178686626447758,0.182119875339565,23
"SenMayo_nonoverlap",347,0.157514330569579,0.158126428454488,22
"SenMayo_nonoverlap",348,0.239968482666156,0.219427360341307,23
"SenMayo_nonoverlap",349,0.166725779097935,0.149668929665301,22
"SenMayo_nonoverlap",350,0.260657803373189,0.26178448734379,23
"SenMayo_nonoverlap",351,0.187186331056602,0.180440386182662,23
"SenMayo_nonoverlap",352,0.113145626364897,0.11078603299798,21
"SenMayo_nonoverlap",353,0.203693140723821,0.231921117298323,22
"SenMayo_nonoverlap",354,0.148525472673548,0.177291319267923,22
"SenMayo_nonoverlap",355,0.221019942955911,0.227358074429055,22
"SenMayo_nonoverlap",356,0.344295549850434,0.328537478029972,23
"SenMayo_nonoverlap",357,0.349833772064869,0.341484197074779,23
"SenMayo_nonoverlap",358,0.214637154359826,0.221497078886539,23
"SenMayo_nonoverlap",359,0.0938738947505841,0.105357934951407,20
"SenMayo_nonoverlap",360,0.320870546733915,0.331641650662333,23
"SenMayo_nonoverlap",361,0.151016721959557,0.128994112903774,23
"SenMayo_nonoverlap",362,0.215761344833452,0.195390474362401,23
"SenMayo_nonoverlap",363,0.265616496404077,0.272674318066757,23
"SenMayo_nonoverlap",364,0.22767404111218,0.234123423160187,23
"SenMayo_nonoverlap",365,0.305602460303109,0.289244251152198,23
"SenMayo_nonoverlap",366,0.19852812626814,0.19573049928959,23
"SenMayo_nonoverlap",367,0.210623370251088,0.21063872499099,23
"SenMayo_nonoverlap",368,0.152354411239468,0.173783020132379,22
"SenMayo_nonoverlap",369,0.222665158750797,0.215786512962524,23
"SenMayo_nonoverlap",370,0.16242611610842,0.166708150774328,22
"SenMayo_nonoverlap",371,0.227593181892781,0.225832305123169,23
"SenMayo_nonoverlap",372,0.273938328932261,0.269785863477937,23
"SenMayo_nonoverlap",373,0.260708129009379,0.269349453524465,23
"SenMayo_nonoverlap",374,0.18347822275042,0.193597999170327,23
"SenMayo_nonoverlap",375,0.219935636614128,0.227120807607797,23
"SenMayo_nonoverlap",376,0.327277089769747,0.323294469234365,23
"SenMayo_nonoverlap",377,0.403389280996828,0.406287545387212,23
"SenMayo_nonoverlap",378,0.257699160935662,0.252900826888269,23
"SenMayo_nonoverlap",379,0.24735973598465,0.246700879539759,23
"SenMayo_nonoverlap",380,0.215910464919077,0.219312949832948,23
"SenMayo_nonoverlap",381,0.149650496326919,0.139054108760032,22
"SenMayo_nonoverlap",382,0.0985798824986298,0.102922262025036,20
"SenMayo_nonoverlap",383,0.17920267936932,0.171205736275584,23
"SenMayo_nonoverlap",384,0.18973297908299,0.181893975918825,22
"SenMayo_nonoverlap",385,0.187235895034259,0.183940624826612,23
"SenMayo_nonoverlap",386,0.164680172636392,0.139174218295526,22
"SenMayo_nonoverlap",387,0.199635595738235,0.200156247049939,23
"SenMayo_nonoverlap",388,0.177155642217751,0.174813274215151,23
"SenMayo_nonoverlap",389,0.208819842758508,0.202636025350577,23
"SenMayo_nonoverlap",390,0.0860793072732727,0.0779971656018256,21
"SenMayo_nonoverlap",391,0.247476417986987,0.245229173131237,23
"SenMayo_nonoverlap",392,0.196051194519216,0.200474641906139,22
"SenMayo_nonoverlap",393,0.275332210996283,0.254840669876147,23
"SenMayo_nonoverlap",394,0.271303241153439,0.285450075656873,22
"SenMayo_nonoverlap",395,0.187479750716472,0.1903403136619,22
"SenMayo_nonoverlap",396,0.206484081441906,0.197092707488565,23
"SenMayo_nonoverlap",397,0.317455338061319,0.300643706837947,23
"SenMayo_nonoverlap",398,0.175276604852946,0.170980548727986,23
"SenMayo_nonoverlap",399,0.271626827881103,0.297319474014463,23
"SenMayo_nonoverlap",400,0.199553097839813,0.172768939041737,23
"SenMayo_nonoverlap",401,0.281574766040868,0.281790753512578,23
"SenMayo_nonoverlap",402,0.194081232588301,0.178273943068843,23
"SenMayo_nonoverlap",403,0.333218174935717,0.312250806255439,23
"SenMayo_nonoverlap",404,0.243165720584828,0.244419834239482,23
"SenMayo_nonoverlap",405,0.25478506396009,0.263963166359383,23
"SenMayo_nonoverlap",406,0.14888223894958,0.141569055128542,23
"SenMayo_nonoverlap",407,0.208260921786325,0.19125603118688,23
"SenMayo_nonoverlap",408,0.17361456425409,0.184430530458511,23
"SenMayo_nonoverlap",409,0.224995857285723,0.199328996815507,23
