"draw","median_patient_mean_difference"
221,-0.107511272232077
222,-0.132554682897075
223,-0.107747630373116
224,-0.116073365359667
225,-0.105000005501108
226,-0.0916163294335299
227,-0.12462765195311
228,-0.109884780453529
229,-0.133233334490892
230,-0.102890925350374
231,-0.114087555549982
232,-0.120562426775886
233,-0.102377463847198
234,-0.113601662328474
235,-0.150920268875316
236,-0.121464464266457
237,-0.10881471200722
238,-0.125877965752614
239,-0.117430530563347
240,-0.120169983321882
241,-0.0988621289686473
242,-0.117759481862015
243,-0.103078583711564
244,-0.0885862919298165
245,-0.121864603072203
246,-0.11171809228557
247,-0.115757426481646
248,-0.125955245289661
249,-0.0915502850941443
250,-0.126908981512482
251,-0.0979264080881372
252,-0.126642416390798
253,-0.113375815467652
254,-0.130412652833702
255,-0.0951389841276894
256,-0.0690287796984112
257,-0.10215286977107
258,-0.106756591596385
259,-0.10497196973952
260,-0.113455813614439
261,-0.120636103789859
262,-0.113606833959238
263,-0.115357469196748
264,-0.0969330831665798
265,-0.100506017449002
266,-0.105622625054673
267,-0.107377486592424
268,-0.119294156505224
269,-0.0842435958979061
270,-0.109478226691547
271,-0.107461738972582
272,-0.0909919188329816
273,-0.121837295100902
274,-0.123510216417639
275,-0.106935908476125
276,-0.112647649747198
277,-0.129048171817467
278,-0.110859041213234
279,-0.11988930767332
280,-0.100321287750297
281,-0.0991253337025678
282,-0.102720284759673
283,-0.103236943597598
284,-0.111398263611834
285,-0.12310224711525
286,-0.102509236499481
287,-0.0883629920385951
288,-0.105004211741607
289,-0.102725824954942
290,-0.120743365253217
291,-0.108704962293454
292,-0.123458239814175
293,-0.122400434171397
294,-0.111412430672983
295,-0.0769219414265496
296,-0.10422733145386
297,-0.0996937264089549
298,-0.11604013095428
299,-0.121027659200297
300,-0.111912751851308
301,-0.114683907282221
302,-0.121974992539759
303,-0.108848158800901
304,-0.100642917820216
305,-0.130355554008848
306,-0.0961145431131751
307,-0.118132068559265
308,-0.0933461614354757
309,-0.0821772295523441
310,-0.119049705296852
311,-0.107627097177793
312,-0.100675501962639
313,-0.116966015334559
314,-0.109280333611715
315,-0.11143919134509
316,-0.111367699375361
317,-0.128526090466031
318,-0.0951313055424219
319,-0.0731201845277152
320,-0.102555037160001
321,-0.113180874069422
322,-0.12677813134363
323,-0.110248123419653
324,-0.0923257534885375
325,-0.108496861061756
326,-0.111608970909872
327,-0.095100875521001
328,-0.105118834518222
329,-0.115896965182876
330,-0.101631222727513
331,-0.0935774172586158
332,-0.102685934985413
333,-0.0972983762282993
334,-0.088522484051493
335,-0.125157789882842
336,-0.119415373379371
337,-0.118928963060645
338,-0.0770137674541854
339,-0.122650334185026
340,-0.114810044663993
341,-0.118885357428398
342,-0.133737221367009
343,-0.123028739382591
344,-0.120020056175063
345,-0.123864995561518
346,-0.114685092726454
347,-0.108108683532719
348,-0.0970000568534659
349,-0.109738026058196
350,-0.115722594279737
351,-0.123003555097671
352,-0.118670838886799
353,-0.112759797151252
354,-0.127208596866536
355,-0.105094783938422
356,-0.0903615144840588
357,-0.1177936462663
358,-0.111169173281246
359,-0.10932699835818
360,-0.109015804361354
361,-0.108470996480907
362,-0.0943590360772885
363,-0.120612795889913
364,-0.0925760233987629
365,-0.113308551693786
366,-0.125257229086396
367,-0.116775922937668
368,-0.101551280823931
369,-0.118100762523795
370,-0.0856073032391358
371,-0.0920648599881287
372,-0.110400783833087
373,-0.109367564271896
374,-0.117119474201749
375,-0.114338690555148
376,-0.0820577891437168
377,-0.0913355145766894
378,-0.111693182648691
379,-0.109552293406438
380,-0.0931450870476744
381,-0.0977552056716259
382,-0.112097337628115
383,-0.114665520745712
384,-0.0925579182029813
385,-0.102354525955192
386,-0.107167163866366
387,-0.0824572802761342
388,-0.0902458595616087
389,-0.0816774472334036
390,-0.112622761395902
391,-0.117407154255992
392,-0.0988012422898251
393,-0.100250354395609
394,-0.114777115299808
395,-0.113962020820614
396,-0.116919510520135
397,-0.120592393605614
398,-0.122792448955545
399,-0.114242250937643
400,-0.110270068722204
401,-0.10921694330099
402,-0.108322990627276
403,-0.106660817682858
404,-0.077249134062556
405,-0.106025566407385
406,-0.117067718854062
407,-0.101529594387521
408,-0.115135470651944
409,-0.119456707127918
410,-0.114850221817451
411,-0.112874448343573
412,-0.109033469141961
413,-0.0875357257829977
414,-0.102731523878263
415,-0.112166857415925
416,-0.0958141921350998
417,-0.0941139313188563
418,-0.128953751442588
419,-0.10659115424607
420,-0.0968845766041443
421,-0.119723945074039
422,-0.120439280037234
423,-0.104781387402592
424,-0.118093932248166
425,-0.112088096677387
426,-0.10215871514827
427,-0.12816758782198
428,-0.087915679754859
429,-0.113661456567758
430,-0.12342331718583
431,-0.0814586605533936
432,-0.10112521396824
433,-0.0946777241638869
434,-0.105292448608668
435,-0.134652960740033
436,-0.139562032465785
437,-0.101279726071165
438,-0.114503039655429
439,-0.1113732870341
440,-0.111796169184292
441,-0.102811993973509
442,-0.0944741524526587
443,-0.137073422070588
444,-0.117495433879949
445,-0.0980939488559669
446,-0.11936608951137
447,-0.105328822686439
448,-0.109611952174573
449,-0.122765541817919
450,-0.102093709480275
451,-0.128084445342277
452,-0.104928109949007
453,-0.10637406621885
454,-0.138695350554599
455,-0.103568786719209
456,-0.0835994047621869
457,-0.10401493805306
458,-0.0778390271077963
459,-0.128012354825231
460,-0.118203235088176
461,-0.12193835531402
462,-0.143545401380892
463,-0.0831116138308955
464,-0.112392511376522
465,-0.0898888912586018
466,-0.0889498007643207
467,-0.0821250900322791
468,-0.12118837821069
469,-0.105837875150496
470,-0.0956856090453431
471,-0.108194924597906
472,-0.123859525673431
473,-0.0778634582506918
474,-0.0946186594097724
475,-0.116941722582043
476,-0.13335153204204
477,-0.110647302273534
478,-0.102183855956347
479,-0.112208122931567
480,-0.0980803859576693
481,-0.129736670889752
482,-0.110122320756533
483,-0.100792681424002
484,-0.114391939951266
485,-0.0906915017598807
486,-0.133161457400135
487,-0.117890744031008
488,-0.103502885152388
489,-0.124623459778074
490,-0.117669484955923
491,-0.114852333044563
492,-0.128533101604704
493,-0.154922493581942
494,-0.10413709532918
495,-0.0992574232792662
496,-0.121966299882414
497,-0.103311347120188
498,-0.127438070480914
499,-0.10040409335195
500,-0.107953896131018
501,-0.125345032424457
502,-0.083401323305558
503,-0.126510042401925
504,-0.0941288936542118
505,-0.120891511475321
506,-0.0988891679173602
507,-0.0931098693209477
508,-0.116176251322957
509,-0.109742162753415
510,-0.0983691873834514
511,-0.100198082842707
512,-0.129904995727626
513,-0.101821329413664
514,-0.125263025397667
515,-0.119754941350356
516,-0.121290910250873
517,-0.100307738721439
518,-0.101259869267366
519,-0.105421717439717
520,-0.124398915322551
521,-0.0981924014907282
522,-0.132614400261032
523,-0.119449867452786
524,-0.0928669081770948
525,-0.114045297184785
526,-0.105419436676319
527,-0.111852619774311
528,-0.112031606273409
529,-0.111682372377221
530,-0.12178164017911
531,-0.126478634356836
532,-0.09492084371778
533,-0.111675993162904
534,-0.0960610178037655
535,-0.0787859741573814
536,-0.113390428903853
537,-0.119492135830589
538,-0.125069630167659
539,-0.11541811426597
540,-0.119948621075854
541,-0.123387682211057
542,-0.112463536368161
543,-0.12097206964931
544,-0.0909506677352653
545,-0.0995105748716907
546,-0.106275267762544
547,-0.113367841417452
548,-0.0961454196072149
549,-0.0765573948186978
550,-0.126365984523914
551,-0.0753324650508953
552,-0.113220891232824
553,-0.125061391261998
554,-0.0972945830235789
555,-0.113593032850218
556,-0.11083120304324
557,-0.112859405599011
558,-0.120366157883588
559,-0.125512825630061
560,-0.106325430781179
561,-0.102414987103012
562,-0.102492696544238
563,-0.114496411865644
564,-0.125296943527886
565,-0.119113673596679
566,-0.129838055087816
567,-0.0879763783147712
568,-0.119181840092479
569,-0.0987441547644193
570,-0.0984657931279436
571,-0.119466965857076
572,-0.0940853435100796
573,-0.10837846373312
574,-0.0954662834838818
575,-0.120580225211427
576,-0.119942650484035
577,-0.108647894875954
578,-0.11870057900427
579,-0.117706244100628
580,-0.118821356263813
581,-0.113708020389716
582,-0.114550045090347
583,-0.0999526705313907
584,-0.114965302382074
585,-0.117697067047258
586,-0.0887934280152576
587,-0.0841459434850601
588,-0.0998783986035545
589,-0.0931639181544142
590,-0.120395485992192
591,-0.12894179129427
592,-0.119513931508823
593,-0.117026136430626
594,-0.106701378836855
595,-0.122260757283114
596,-0.118559635821178
597,-0.108277515919841
598,-0.0847521286706718
599,-0.125571047489552
600,-0.107548754565887
601,-0.0971866515274241
602,-0.108688885659486
603,-0.115377930726727
604,-0.0712470631687264
605,-0.126733809469364
606,-0.0987397238781669
607,-0.0845636221421477
608,-0.0968724526654179
609,-0.123915290252482
610,-0.111817951831043
611,-0.117038919278307
612,-0.126328015938106
613,-0.114637050070922
614,-0.0928356047873276
615,-0.111813763177713
616,-0.0810835949998437
617,-0.100140087164275
618,-0.09811861029376
619,-0.10310980634085
620,-0.0988706859248926
621,-0.12753495966679
622,-0.0913420685830173
623,-0.103154778325661
624,-0.10908046984661
625,-0.10037362250062
626,-0.106190169914006
627,-0.1068862838997
628,-0.0927782481525942
629,-0.111073843523987
630,-0.0933336831382552
631,-0.104381924840581
632,-0.100037921924462
633,-0.0967785569669652
634,-0.111325118338629
635,-0.124778123054141
636,-0.103668340829252
637,-0.119426214147601
638,-0.11902801825667
639,-0.115770538908971
640,-0.0998851522804396
641,-0.117980658743219
642,-0.10491221801771
643,-0.131627117613448
644,-0.113839179165153
645,-0.101481099273385
646,-0.126869927812875
647,-0.0826990729573048
648,-0.0952528117471583
649,-0.0887086826816826
650,-0.0996442962217785
651,-0.121682782161295
652,-0.0753808212738338
653,-0.0978003663010002
654,-0.122903158651306
655,-0.0959461848197405
656,-0.121719350964685
657,-0.105634610670845
658,-0.108228671521792
659,-0.115032798113295
660,-0.11574990452744
661,-0.0917844303603847
662,-0.0956930666817372
663,-0.112224373349372
664,-0.105838825026319
665,-0.094646317696044
666,-0.0947073167846513
667,-0.100787458239251
668,-0.109696398068962
669,-0.0964358614135049
670,-0.120585400863149
671,-0.100820716091795
672,-0.111059170373971
673,-0.138199510586867
674,-0.10615638607715
675,-0.12709227360174
676,-0.125252773220108
677,-0.109176691827315
678,-0.109285570984838
679,-0.106571309764214
680,-0.10434948509484
681,-0.120414629855425
682,-0.102209726585813
683,-0.0968335920612486
684,-0.0873646789856978
685,-0.0884039453813658
686,-0.104097393307995
687,-0.12504390416377
688,-0.124995983031486
689,-0.0941660977816306
690,-0.103545831610919
691,-0.110415181051574
692,-0.0995162443244595
693,-0.138251747567613
694,-0.0889519522343675
695,-0.123656726330887
696,-0.0928893971763236
697,-0.110583657169899
698,-0.0805489909728295
699,-0.114778263894536
700,-0.107030385605569
701,-0.125154039238213
702,-0.0728063850201945
703,-0.0831599267468866
704,-0.0937782438805158
705,-0.134083587658441
706,-0.0934339353589907
707,-0.104189100674684
708,-0.0821716397770259
709,-0.123176626235151
710,-0.125089603444041
711,-0.111934252694073
712,-0.10828328051903
713,-0.147845624647501
714,-0.113627125627532
715,-0.0900834828639788
716,-0.075765270378269
717,-0.0919190305075851
718,-0.10397796157789
719,-0.0880835371909048
720,-0.115113627624367
721,-0.111514429297549
722,-0.120836805846553
723,-0.108527927311335
724,-0.110553670593943
725,-0.118486717669518
726,-0.0879676601220515
727,-0.108513835244907
728,-0.100954912667659
729,-0.0986555226550023
730,-0.12893236495956
731,-0.11769406122359
732,-0.110316554141458
733,-0.114434188701485
734,-0.0788156959277422
735,-0.0956029797152863
736,-0.113044932570922
737,-0.0982567977177127
738,-0.123379816942867
739,-0.104932689048413
740,-0.108262847365312
741,-0.119203220428301
742,-0.0911445649545536
743,-0.136978020704694
744,-0.120426524525832
745,-0.11619684367262
746,-0.119734419457339
747,-0.0968138733106271
748,-0.0942183059570382
749,-0.0893502823710957
750,-0.0823286901937862
751,-0.134896600691949
752,-0.106986059780116
753,-0.106227389625076
754,-0.0977024558249074
755,-0.11799797207555
756,-0.0815969759529591
757,-0.0993981223895088
758,-0.0861689100084245
759,-0.125546959194035
760,-0.108546575202296
761,-0.12000766483752
762,-0.0990442941614655
763,-0.107384284915524
764,-0.112741827676554
765,-0.119718127162878
766,-0.125721656503131
767,-0.108239213834039
768,-0.112907366868676
769,-0.104084850295722
770,-0.11200772808795
771,-0.128443092463899
772,-0.0946864179991731
773,-0.10567242988083
774,-0.133232690433486
775,-0.0921281845775169
776,-0.11464280420708
777,-0.118964080483043
778,-0.122924404026243
779,-0.0967020887402529
780,-0.0932897895251209
781,-0.104887078091213
782,-0.077999679028193
783,-0.104462336800223
784,-0.106422498790134
785,-0.0991717054929485
786,-0.0927712285247582
787,-0.113026165377521
788,-0.118148717526542
789,-0.121445686638567
790,-0.106000091130298
791,-0.134374727877168
792,-0.110814469194727
793,-0.12588673325625
794,-0.101213059662683
795,-0.130842655234011
796,-0.0825888418900637
797,-0.130946996350501
798,-0.0702954935567129
799,-0.117845633788105
800,-0.09730155873256
801,-0.120613568346108
802,-0.118850494919215
803,-0.105479901396631
804,-0.100113758574995
805,-0.11531388160985
806,-0.0691690037790274
807,-0.096337729159899
808,-0.127174009384581
809,-0.126931422462169
810,-0.127588266577064
811,-0.0764366095661275
812,-0.0883667289985989
813,-0.117895898530652
814,-0.0940188307084955
815,-0.103905215007663
816,-0.0993456209704083
817,-0.130477954788229
818,-0.0920968156233803
819,-0.139038725505243
820,-0.101462675825321
821,-0.105865761921328
822,-0.10888824319051
823,-0.0928713873286509
824,-0.135193570637056
825,-0.100025581188894
826,-0.104497046739587
827,-0.0990421074714771
828,-0.11799749902624
829,-0.0944717121737447
830,-0.125446454658051
831,-0.0720106709639531
832,-0.084090574767212
833,-0.0610757171230739
834,-0.102360991458769
835,-0.0983206958260524
836,-0.0969505300285111
837,-0.0785667045851957
838,-0.112242745943006
839,-0.127707508488614
840,-0.0991758647860881
841,-0.0858287223149895
842,-0.108402850058668
843,-0.105463831751309
844,-0.113095635250874
845,-0.0848131837839586
846,-0.121171161391949
847,-0.106758247963716
848,-0.123664752834941
849,-0.139004003182798
850,-0.11498780477861
851,-0.127919327036694
852,-0.0950967939941518
853,-0.112871759746625
854,-0.0967666508014818
855,-0.112681209747316
856,-0.0958710418621728
857,-0.117106815027082
858,-0.111572036899245
859,-0.0862305994904752
860,-0.114970252171275
861,-0.0900047948610387
862,-0.11257219333474
863,-0.109077293022158
864,-0.0980542147265606
865,-0.112284950917402
866,-0.103664562998607
867,-0.0853343153284283
868,-0.0980207830025987
869,-0.134028804303378
870,-0.117008215022258
871,-0.107479586531843
872,-0.0837020599984199
873,-0.123670974938137
874,-0.125860425673728
875,-0.096686979053629
876,-0.0894734019294733
877,-0.0901450938313764
878,-0.114560002649957
879,-0.114868127548236
880,-0.121475673696833
881,-0.0891558855550194
882,-0.0969214438273615
883,-0.0877660887793878
884,-0.0889890705915579
885,-0.0783151868435345
886,-0.100837959367952
887,-0.098811290535046
888,-0.0799115614915986
889,-0.093768857502471
890,-0.124888303174976
891,-0.114207107874193
892,-0.100519306465295
893,-0.102193914036153
894,-0.126283625707338
895,-0.0803954477031534
896,-0.0834001841068507
897,-0.112293658587435
898,-0.123992639162872
899,-0.126805838573431
900,-0.100022892666989
901,-0.103908315366833
902,-0.0982899068778023
903,-0.124192928158304
904,-0.111636433693189
905,-0.103360765183668
906,-0.121767006116599
907,-0.103621558170519
908,-0.1121664514312
909,-0.0759770992370353
910,-0.113583972598691
911,-0.102001657878875
912,-0.100499573830803
913,-0.121209461435797
914,-0.113679587017768
915,-0.116434036825065
916,-0.114456613952127
917,-0.0794800805499033
918,-0.103750473851386
919,-0.128809662276068
920,-0.109788813456286
921,-0.117381174889817
922,-0.124315960381469
923,-0.116705582399503
924,-0.0906241938532668
925,-0.111598495669802
926,-0.108212954326213
927,-0.0905720134269977
928,-0.0959667404155891
929,-0.116374628764298
930,-0.082351678769581
931,-0.118592822986122
932,-0.110515287541025
933,-0.137990976975258
934,-0.132411901133337
935,-0.0979164294289156
936,-0.106218253758311
937,-0.109520551627797
938,-0.126566272019193
939,-0.104188429649989
940,-0.0905390817019148
941,-0.0829494636297815
942,-0.109469682109811
943,-0.104168717273594
944,-0.121980376907938
945,-0.098879109963154
946,-0.0845071738048573
947,-0.102533779081815
948,-0.105507292320243
949,-0.113009388452916
950,-0.12907063515888
951,-0.121648513925243
952,-0.096699487700807
953,-0.133329173171524
954,-0.096998659578002
955,-0.0970920388214998
956,-0.104981140097301
957,-0.0823882813649767
958,-0.0965833174826573
959,-0.115675346162422
960,-0.119173100323962
961,-0.0826273014085021
962,-0.0768966439721974
963,-0.114381340304331
964,-0.140026253020718
965,-0.120628820237247
966,-0.0694338178705133
967,-0.0995696952283198
968,-0.108643057122835
969,-0.105795999407606
970,-0.124190813511362
971,-0.1453550796948
972,-0.107783523159266
973,-0.0810164390867617
974,-0.109627374228273
975,-0.0977021539018306
976,-0.112763050495298
977,-0.110182910008656
978,-0.106136623930996
979,-0.119335519383403
980,-0.113575378200727
981,-0.136918584207001
982,-0.118602921727999
983,-0.106511788062243
984,-0.124191176053938
985,-0.112751871744969
986,-0.112110734319281
987,-0.109011367167022
988,-0.117019979000514
989,-0.106178324432706
990,-0.103867517779662
991,-0.122429850579365
992,-0.0846569589469596
993,-0.0992098729277965
994,-0.106059826754521
995,-0.10381225519212
996,-0.0890223577439685
997,-0.1062285902094
998,-0.098826383520997
999,-0.128675918368282
1000,-0.101590734395497
1001,-0.122343420613958
1002,-0.128733892226588
1003,-0.0835266895047187
1004,-0.102826219382737
1005,-0.09611390597967
1006,-0.123126436376429
1007,-0.0985539339467412
1008,-0.118565428625754
1009,-0.106824558017858
1010,-0.12329815549838
1011,-0.104933297052903
1012,-0.127812313155258
1013,-0.117687108652515
1014,-0.0722908201883299
1015,-0.120675549162369
1016,-0.0768234831834572
1017,-0.112856999698246
1018,-0.124197404716463
1019,-0.105146807899556
1020,-0.127805009511171
1021,-0.104683271220907
1022,-0.127500691522946
1023,-0.0961250258548536
1024,-0.111075107663747
1025,-0.122017421455998
1026,-0.0850488890993388
1027,-0.0978618961283747
1028,-0.104914354476167
1029,-0.106238329673825
1030,-0.129098763355681
1031,-0.116400322691773
1032,-0.112275051426564
1033,-0.10382202748409
1034,-0.0842014166540983
1035,-0.0960574949748032
1036,-0.116050114245183
1037,-0.103626281299548
1038,-0.0952538519400116
1039,-0.121048774228121
1040,-0.114845142961544
1041,-0.10581933856471
1042,-0.122096026670731
1043,-0.116151520217028
1044,-0.0905830806354391
1045,-0.119575101460452
1046,-0.0989164239657248
1047,-0.0878367481984601
1048,-0.104220313417288
1049,-0.139738391350528
1050,-0.0999966210291375
1051,-0.115766245711187
1052,-0.0803355738939917
1053,-0.0938597700889912
1054,-0.0935838593014063
1055,-0.117895339144437
1056,-0.0894339758641908
1057,-0.102462218150621
1058,-0.113774939896849
1059,-0.114006219423898
1060,-0.126357147259381
1061,-0.0960201401274499
1062,-0.119127330783001
1063,-0.108102769762797
1064,-0.124706963707394
1065,-0.0975872761855795
1066,-0.123777944491422
1067,-0.100190391188027
1068,-0.107815514918741
1069,-0.106316271910442
1070,-0.100017375594816
1071,-0.13020086950786
1072,-0.0843581895746625
1073,-0.115427772489913
1074,-0.122957225234618
1075,-0.122890768787956
1076,-0.0909632724506331
1077,-0.102739691631885
1078,-0.109340460109974
1079,-0.0888433666007593
1080,-0.0968915170310798
1081,-0.107098110742858
1082,-0.105222704260651
1083,-0.111546162242643
1084,-0.0959411332336586
1085,-0.0955263902685264
1086,-0.108853386027005
1087,-0.101779220435585
1088,-0.11395031332915
1089,-0.12030412190028
1090,-0.114061456050595
1091,-0.0870038370266331
1092,-0.121433266406446
1093,-0.0966057098837581
1094,-0.111074320523915
1095,-0.128209747529767
1096,-0.106684272290475
1097,-0.111889418280952
1098,-0.120604157220561
1099,-0.130839884337601
1100,-0.110682759838063
1101,-0.0977709150581951
1102,-0.131888890744951
1103,-0.10574801595997
1104,-0.0971673816710871
1105,-0.109293327471766
1106,-0.0969153600713907
1107,-0.11445293530416
1108,-0.108624948307464
1109,-0.103196826161594
1110,-0.116083788370127
1111,-0.112935428479715
1112,-0.135119965316716
1113,-0.118405477300633
1114,-0.128814202518176
1115,-0.102422971726453
1116,-0.12149535320668
1117,-0.113757083000356
1118,-0.141864758973834
1119,-0.109397876760303
1120,-0.0922839293975432
1121,-0.130159865736581
1122,-0.0800328582588636
1123,-0.109463906354993
1124,-0.126296370240212
1125,-0.097641408766114
1126,-0.0920858201348777
1127,-0.107968239912262
1128,-0.120796813751293
1129,-0.0943012670034364
1130,-0.110647130982856
1131,-0.0982400987153101
1132,-0.109317628773365
1133,-0.12070774700578
1134,-0.137029141055649
1135,-0.104260927707993
1136,-0.118401872997884
1137,-0.099287923544935
1138,-0.119379505519379
1139,-0.0873894414511567
1140,-0.0973640560738727
1141,-0.101323703312002
1142,-0.137759825649284
1143,-0.107908719283368
1144,-0.109562887478574
1145,-0.114487624219523
1146,-0.0922727035024959
1147,-0.104759968690852
1148,-0.0847942354431319
1149,-0.109285494341555
1150,-0.0917727051447698
1151,-0.115975928092321
1152,-0.10243471208722
1153,-0.0975539808347556
1154,-0.0761751746456407
1155,-0.0612174645218117
1156,-0.105086825419497
1157,-0.0903570870621109
1158,-0.0816665935189759
1159,-0.125455739414229
1160,-0.0662682314549987
1161,-0.102777803023833
1162,-0.125588204706336
1163,-0.0827757997318844
1164,-0.122531205958677
1165,-0.110813747994609
1166,-0.0849300250285841
1167,-0.124368683612174
1168,-0.118173006457623
1169,-0.0951064019377877
1170,-0.102941514170515
1171,-0.0942231374242909
1172,-0.112621393193857
1173,-0.110664575224263
1174,-0.0894933223193106
1175,-0.0891835817555108
1176,-0.104810558420863
1177,-0.0994556930171579
1178,-0.118899774939701
1179,-0.120347163185588
1180,-0.116588579390476
1181,-0.0973784550013866
1182,-0.11524946114245
1183,-0.105189724139783
1184,-0.0922723568527753
1185,-0.0758086672260271
1186,-0.104253115878762
1187,-0.128151169910329
1188,-0.0918785946137262
1189,-0.108545732589272
1190,-0.115200129206248
1191,-0.105008250413264
1192,-0.0935566516217182
1193,-0.105245250902879
1194,-0.0961047032328708
1195,-0.0937995440250756
1196,-0.0714897026273397
1197,-0.124357284565186
1198,-0.123167236300004
1199,-0.117880090703557
1200,-0.120743207542031
1201,-0.10980881153069
1202,-0.114793670774382
1203,-0.113972392811586
1204,-0.123218847983382
1205,-0.12439077629819
1206,-0.0990172117004375
1207,-0.110296180310805
1208,-0.0942280129892467
1209,-0.106211824142631
1210,-0.118930602310311
1211,-0.0920090151432996
1212,-0.0683953678127541
1213,-0.0898796649328087
1214,-0.116197672691338
1215,-0.143386470040972
1216,-0.0994133255838516
1217,-0.111037085484545
1218,-0.112403483467558
1219,-0.11268097137805
1220,-0.111877565514292
