"relative_path","bytes","sha256"
"figures/main/Figure_06.png","202376","b40d862b47b6336bfc863f3601fbf4e7bcc0999fb551e922dd0a3b9967e8aec5"
"figures/main/Figure_06.tiff","655962","8537d2d31718011cbc54f46f5237ebfd20e2ee4eb591fb2bd0844c2961b82ffd"
"figures/source_data/cellchat_FAPhigh_to_epithelial_significant_excluding_SMC20.csv","15114","baaf8881fe6970e37b6955bde9bf86cdef846ff91c10531a36e6eb6717a77ec6"
"figures/source_data/cms_classifier_results.csv","33025","487cb7124cd6eb9e1eb56fc1394eff5954ca72146467a85c5e9a61244814a7ac"
"figures/source_data/cptac_prespecified_correlations.csv","491","c6113772e7b57a010b62ae36c20b8b02c731b95e6c32d0f23cc2997dd3340f83"
"figures/source_data/dorothea_selected_emt_tfs.csv","1152","c2084f0fecfb53e9fb1234f94d9b63759958a64262792cf0fb0df828333ad06b"
"figures/source_data/epic_high_vs_low.csv","1421","54da09ee0adca294e92e3ba84416118a6df785eee6ecc84d236a47aef057be42"
"figures/source_data/epithelial_DE_summary.csv","151","66e67d1c11a6b03b58879750a4eb50e2befb4c1b830b359d3c89cdebd000d309"
"figures/source_data/Figure_06_evidence_matrix.csv","1486","daebb9217f3b5f3edf60d837d902ca7166f91ceb3b24b62c99a1c37e3d71d689"
"figures/source_data/gse132465_marker_expression_by_subtype.csv","146861","fb669e0146a25edefc31e18b144e250c5fde2b7acdd945cb3db364f5715b69af"
"figures/source_data/matched_primary_normal_tests.csv","588","3e18ce4706f4f22a8855b0d36a18acf552061aa320ae10af07687a1c69f56b9e"
"figures/source_data/mcpcounter_high_vs_low.csv","1609","2de5571851310be3bc26600622d8d4cb7cfd031f55f33fc98bed2345cccdf189"
"figures/source_data/paired_tumor_normal_tests.csv","445","15121db54752186e6723027551e9c07a5b1272c7bc0842aa95a0b7cf50817879"
"figures/source_data/patient_cross_compartment_scores.csv","2013","6efa0b6847cc2994fd8b90dd60ec8c71fa45903655a3816869a8dec6c8ee9d55"
"figures/source_data/progeny_high_vs_low_and_burden.csv","2284","6cd77a702e0fa57fb978b12221da2d168d86dbac39a836fdf69406f47c7edeab"
"figures/source_data/reduced_fap_caf_individual_claudin_correlations.csv","1742","095445410c7e0f51edd68a9ab503534ae25dce7a076efe5bae19623fc2f358b6"
"figures/source_data/rppa_tgf_beta_correlations_from_raw_api.csv","273","4a77bdb7ce3b6e92396e8433a776e36f14abf8b227881083252318893e0de399"
"figures/source_data/spatial_cellchat_pair_prevalence.csv","475","f0f283369959cf9bbd9419d594366515355be8c2976295508733c1ef59dd40dd"
"figures/source_data/spatial_cellchat_patient_pair_summary.csv","2805","74445746bb47ce7982bacce640d9022013e6a8c974e7079c1672062f40ded7db"
"figures/source_data/spatial_fap_epithelial_cooccurrence.csv","281","1f12e84f3ed9c4dfce7458644dbb153142f87bbcf3af246e21c4914e53fbaf58"
"figures/source_data/spatial_habitat_summary.csv","662","10289eca116c04f7ec7ba0369986ad1c8ad1946446c44ac9b6deee9b7650862e"
"figures/source_data/spatial_morans_i.csv","379","370baf9fc7bdd3f5971aa99857ea243dbd8b90d98dafde9fc5795ce18582a1e2"
"figures/source_data/spatial_patient_averaged_metrics.csv","517","b991598d39f85a94f407344195e31af4b42d74737cee844f7a5be8d35d85cf1f"
"figures/source_data/spatial_sample_metrics.csv","2474","f43c9393d5d8ff023b9919912d88b5f94420a390c4834e02b104df60da88b4cd"
"figures/source_data/tcga_recomputed_scores.csv","40019","f770ebec896925964b691a563c340aab94d19d48b860d5e8097653c101bd1ccf"
"figures/source_data/tumor_normal_gene_comparisons.csv","309","d718adf561806327c5a90cc071e85436b3dbca4e2b61f2387e75d04a8d74ea15"
"figures/source_data/ualcan_cptac_primary_vs_normal.csv","1727","f75f133f9008a21056b7781470e4555b580401857d1971dfc81404ffa7e31194"
"figures/supplementary/Figure_S01.png","89066","f8efc72e5ada0f0273d23e4829724fca55f52aed6c94c195fdb42b9380c830c2"
"figures/supplementary/Figure_S01.tiff","323370","13b3290ba0b00ae369e028d0be8a60068be41a68aef787081a11a4e6f1425e17"
"figures/supplementary/Figure_S02.png","69907","2d74c68067da7789e1cbf7d9aa537733edbe3044f5e81063dfa3d3cc0687cadf"
"figures/supplementary/Figure_S02.tiff","189244","3c757565d363fb50db3dc3135d98abfdeb3304966f345099b270b69de527acb1"
"figures/supplementary/Figure_S03.png","117802","93fde3ed3bebc6592c20810c41646a3d2c31312019c5cb21c9a0b16771d2f45a"
"figures/supplementary/Figure_S03.tiff","266424","19ade2f0d262bb9ea2ab6748c6b5af5e666daca01e935bc44887dd9cfcf49e9f"
"figures/supplementary/Figure_S04.png","115453","2551f58ea824aa28f81dae781319cd665a5197f40204be7fba61e5163c2e3172"
"figures/supplementary/Figure_S04.tiff","753478","8844c5fcba6a6c08bfcf067cfc9ba464384dc4649f2eb272e5c4bf1c8fad326c"
"figures/supplementary/Figure_S05.png","72305","6642f6ac6f58bc63c67a9eb4ddb24759d9f2e41c2c3f839fbb3492f3fac19bc9"
"figures/supplementary/Figure_S05.tiff","210958","8e1345c20be363a950b451ef3e5fd187d4107b96de8963b5149d00552c35b31c"
"LICENSE","1116","751d55566677c6082327d8fe8c39636e00371c0178523427dc16a8c7f5eb7061"
"logs/r461_cellchat_versions.csv","93","9aa087a1bfe16f740937c1837db3934dbed492b5493c7154eea048af76fdbddc"
"logs/r461_communication_package_versions.csv","130","e83e38f3e9f8cd48de9a5ff17e728e7cf79a335f4736a53c1411084c42aa75a9"
"logs/r461_final_sessionInfo.txt","644","1512cbaa320a7953906fc934f6afd15c6ef30137baaf9b34b3914db8d588a506"
"logs/r461_run_logs/01_tcga_l0.log","1464","0144ba0c8e7994681a3782239886b1b081c6795899e70dc2882a0bfcb28c1f55"
"logs/r461_run_logs/03_spatial_l2.log","5698","ceecedd90aeb30cf39a25ec59c83b4af7cf86d7808ad7a3eed37e9544091ae51"
"logs/r461_run_logs/04_nichenet_l3.log","1486","e56fcbc2581c9d03e0e29c98bd531be231f16608e9b7713dc98282264c1f8a08"
"logs/r461_run_logs/05_immune_l4.log","1220","365a4bd1d92da611e79e685b24db41c041e761ff83bb201b737598aef775a54e"
"logs/r461_run_logs/07a_select_qi_hvg.log","930","37006c077d7890badc431f6f95dc6b562c61cd52c7174f19b23bb1bd02850bad"
"logs/r461_run_logs/07c_harmony_integration.log","8992","e83aaa75916114826a9884e43b109e14429064a1a31d8a77df97092398e69b87"
"logs/r461_run_logs/08_rppa_validation.log","1022","2a44ffc25ea98e47c6c3526d50709d00a13359935315630dd3bea37c230a0f43"
"logs/r461_run_logs/09_pathway_tf_l3.log","2014","30a46aa362c725ab1ccb13efa36a7bb1ccf1d2d9821aa9bfcb22822de42905b9"
"logs/r461_run_logs/10_cptac_protein_validation.log","1042","29bf4daa0dfb2cc779243cc1c1d566fd5583b0a008797c44a18c1fa5414fe2f7"
"logs/r461_run_logs/13_valdeolivas_spatial.log","2226","ce423ca97f7a9c161d9793d25e5939b28fe07bf194787a41d6a5954deb501177"
"logs/r461_run_logs/14_spatial_cellchat.log","47684","8c8c7156301a687fb40a5280cb5c297f7877868180b05e0418ef26d6f9352b57"
"logs/r461_run_logs/15_ualcan_cptac_parser.log","808","b0ffda47eb3a367f206a43ff6b182da1df4576c934c05e69cfa0c6397d7e7f43"
"logs/r461_run_logs/20_regenerate_all_figures.log","4186","d27d94876e8fcc3e69b6fecf0875095a4230971ad5601a1cc7295b14e14ba729"
"logs/r461_run_logs/cellchat_conventional.log","109208","d69f23da1af1770a0a00f20c3142c6dda9d782ddd01772054c5e53eec65753e1"
"logs/r461_run_logs/cellchat_smc20_sensitivity.log","58884","0e18d4596237e7acfc41b4b32376b1d34024999b0ac07c3a40cfbf0e0052f136"
"logs/r461_run_logs/run_manifest.csv","4358","e4d81f56648df787ad1b3643731811ea97d7096e616465bd6989406fce8fab50"
"manifests/current_validation_manifest.csv","3597","d0ece6fc83b166c9cb7e913e0575dcf31b17b79d808d0e1695f404693553b167"
"manifests/public_data_sources_manifest.csv","1747","30f565c913df5b8591585dc6d6340c8ff5fca7eeaca1f6895157982d4d9b8af3"
"manifests/raw_input_manifest_r461.csv","61009","5c203bc608801fc8ab7b43ceb4a4fc82efe788def9dfc12ba3c66ca313d20dc3"
"manifests/run_manifest.csv","4358","e4d81f56648df787ad1b3643731811ea97d7096e616465bd6989406fce8fab50"
"manifests/valdeolivas_download_manifest.csv","1840","38b77b9d3103802593e4abd08caaeb5f9224b946bee256731ce434a239c5ea2f"
"RAW_DATA_LOCATION_AND_CHECKSUMS.md","947","6bceef5a10474d8e0999345c3883ea2c9bfa4735a8a3b35acd162aa5bd5d4e48"
"README.md","10471","5da3314cf806e92cf979f0970aab3d9fa22f22655084ce86f55c91002cc8365e"
"results/CPTAC_protein/cptac_cldn_by_fap_group.csv","224","6d343c27b586e11f84a9f5e4076d674f694fbb0ea6549982b92440876b2c935c"
"results/CPTAC_protein/cptac_manifest.csv","201","b7be2f036bf7148db31fcbe346c3991a487dc45af8a9975215e26e1b068d6d6e"
"results/CPTAC_protein/cptac_prespecified_correlations.csv","491","c6113772e7b57a010b62ae36c20b8b02c731b95e6c32d0f23cc2997dd3340f83"
"results/CPTAC_protein/cptac_protein_availability.csv","83","ed5aba0c029789ca21c9e87e523e24c1504fe5e9f48d7910f1bdb8a0bb0174d4"
"results/CPTAC_protein/cptac_selected_proteins_wide.csv","4796","bf07e5279876d5dc3fc05d0b100a503536d34fbdec102a3fd9552fc8ec31995b"
"results/CPTAC_protein/sessionInfo.txt","695","9378a390d744310feb775dfe5df3823e1603486916939256a0b71f4f6f54f19c"
"results/L0_TCGA/cms_classifier_results.csv","33025","487cb7124cd6eb9e1eb56fc1394eff5954ca72146467a85c5e9a61244814a7ac"
"results/L0_TCGA/cms_kruskal_wallis.csv","131","485745067e10043374a1f9837bddfc243b49c9eaa83cb757a049d5b165b8768a"
"results/L0_TCGA/cms_label_agreement.csv","70","9fa78d65b51a02d171605954b0df8442554696c1881461cb1067bf8410ea98b0"
"results/L0_TCGA/cms_pairwise_bonferroni.csv","532","0903f749fb0039872f2472cfa86a2c45cf23ff35b02eed63845d08f743fadd90"
"results/L0_TCGA/cms_score_summary.csv","583","bf297b60df393c9f90f413be7b296a98c8fead8e2f7a4a2a548a012901ba1dbc"
"results/L0_TCGA/msi_label_agreement.csv","26","52e2366b9511e0900ff93396a0a39c398f6ce09043e9d8be4db0172c0177ce26"
"results/L0_TCGA/msi_matched_scores.csv","39339","d878220ede8b861e77109d96c579add3234358ba62ad4d488d38567835b4a157"
"results/L0_TCGA/msi_score_comparisons.csv","374","dbe242cf27d10d989c95d4709caccce8c88fb736b4e83beb06d096a9884438cf"
"results/L0_TCGA/score_correlations.csv","368","748c7b83e72cfb45e39d214ff3e6bc7bb0737a4d5f13581904b754ec9ecbbc6c"
"results/L0_TCGA/sessionInfo.txt","1432","36cc5f2875a2064f066f23c6be845cbf3d844ff64dc7aedfb7347f043353867b"
"results/L0_TCGA/tcga_recomputed_scores.csv","40019","f770ebec896925964b691a563c340aab94d19d48b860d5e8097653c101bd1ccf"
"results/L0_TCGA/tcga_sample_manifest.csv","17488","d2da3451c3c6a203ea7d7b7bb50b7884fcbc381c148eafeb3f2983bb3b90e1e0"
"results/L0_TCGA/tcga_sample_type_counts.csv","175","a48d3dea8b1dfae5b09405e0c5b3f0897c1054a55a74fbd59c2de26b40895fa1"
"results/L0_TCGA/tumor_normal_gene_comparisons.csv","309","d718adf561806327c5a90cc071e85436b3dbca4e2b61f2387e75d04a8d74ea15"
"results/L0_TCGA_claudin_sensitivity/matched_primary_normal_differences.csv","2730","cde16a24c696d54692a1ab6a5f9fade36cc5f0a14ae76aea093de1886f441d23"
"results/L0_TCGA_claudin_sensitivity/matched_primary_normal_tests.csv","588","3e18ce4706f4f22a8855b0d36a18acf552061aa320ae10af07687a1c69f56b9e"
"results/L0_TCGA_claudin_sensitivity/reduced_fap_caf_individual_claudin_correlations.csv","1742","095445410c7e0f51edd68a9ab503534ae25dce7a076efe5bae19623fc2f358b6"
"results/L0_TCGA_claudin_sensitivity/sessionInfo.txt","752","980fdf9ca5355f7b422c39628817e57ba8af4645924f0884543e9f7d9bd7e3fd"
"results/L0_TCGA_claudin_sensitivity/tcga_scores_and_individual_claudins.csv","40233","b2901fc511f7cdc7e69e769797722650b73b213a98c2c04523a94bc5a8a23713"
"results/L0_TCGA_primary_sensitivity/cms_kruskal_wallis.csv","69","432965bd517e0b50532973c6f8feb5966e539ebef5e6787e58adfbb89665ed0a"
"results/L0_TCGA_primary_sensitivity/cms_score_summary.csv","283","f1e9c2ce0c8fc96411dc17d640a1130a0a2946b30a0f8351343bbf4a0c0de925"
"results/L0_TCGA_primary_sensitivity/score_correlations.csv","315","b20409cfaf06b078cec3ee20e9cbc4695cca2a08f859f0fa0aa1dc6e78ca3480"
"results/L0_TCGA_primary_sensitivity/sessionInfo.txt","752","980fdf9ca5355f7b422c39628817e57ba8af4645924f0884543e9f7d9bd7e3fd"
"results/L0_TCGA_primary_sensitivity/tcga_primary_scores.csv","37559","9b67984f68e98f7a79a01d440f4b7adc0319b529b15d8d1721a27b69b69c57b9"
"results/L0_TCGA_primary_sensitivity/tumour_normal_gene_comparisons.csv","317","d210526d4d781a697244747b7ad2faf34ae9518400fc9df32bd51f197eafea22"
"results/L1_Harmony/harmony_cell_counts.csv","233","2728b8c1fa85e0547e64073c4c4d7f4aa584740f2eb7e9d2ef2cd0ac82cd46e2"
"results/L1_Harmony/harmony_qc.csv","125","653dc9c684c63d31f5c9f08fbbd2e467f655cd473aee80da2e638d7d84d7cc61"
"results/L1_Harmony/harmony_umap_embeddings.csv.gz","3133249","374487f66b05fdd103c26309df4d200a9a24d91b7544e138d1abb0bba511c411"
"results/L1_Harmony/sessionInfo.txt","3451","afd46881e601d6a23547561946926ec4b6d8ed112e23a436d3030ba5954593f8"
"results/L1_single_cell/epithelial_pseudobulk_counts.tsv.gz","722536","ccf9679e16713c740d5a6ae723db2c567cb37cae38f5265552a3de9d5826807e"
"results/L1_single_cell/gse132465_annotation_counts.csv","2408","7ccc0a723d3682f6ea0ed7e8ba212973b56305f610ac17bcc0e20f268f3089fb"
"results/L1_single_cell/gse132465_focused_marker_summaries.csv","8827","665d35c53bbe424504b88467173e535f8efda6fd2dfef227da22b43e32958d68"
"results/L1_single_cell/gse132465_l1_qc.json","317","d344a26921eb5c71b940bb28ff4294b6fbf7f6f5bacff5090dfd1c892cedec36"
"results/L1_single_cell/gse132465_marker_expression_by_subtype.csv","146861","fb669e0146a25edefc31e18b144e250c5fde2b7acdd945cb3db364f5715b69af"
"results/L1_single_cell/gse132465_patient_cell_counts.csv","36673","d62f7188bcb8e6de20a833aa2b7795acafd239cb0a745ea5af04ae51aae65622"
"results/L1_single_cell/myofibroblast_pseudobulk_counts.tsv.gz","399245","fd08720e258f9ccb76eae5c2508c17a7947fcda66123139adebf0011f6bd9dd8"
"results/L1_single_cell/patient_sender_burden.csv","765","90d847fad9249dd2d08c8122ab144ac30909af9069e38125e0eca4e55a35df38"
"results/L1_single_cell/strict_fap_high_sender_by_patient.csv","170","c6828daea35047a4c4fbd51a24263f5548dadc3c1ab95be352e1bee4a5f26ed1"
"results/L1_single_cell/strict_sender_gene_expression.tsv.gz","211618","34e7037d9b2d6e4bec0925677ca68c9d62af5ded7ca83da6fdf4efe3baf6f368"
"results/L1_TISCH_GSE166555/gse166555_qc.json","429","683abe744fefe819c09d83c9a88b327f991a02a6936fd0fd4026055a3686c803"
"results/L1_TISCH_GSE166555/leave_one_patient_out_CLDN_core.csv","1737","d1b6d5bf9f0a1ae0e46c00e5de99ed6f49bf35022e95dbc69d843724ba6d1b78"
"results/L1_TISCH_GSE166555/metadata_cell_counts.csv","3507","c29dc1bdb95ee4e3142d41e8f4fad6283f1f00d7909d2fe9b39b735dfdd5466f"
"results/L1_TISCH_GSE166555/paired_tumor_normal_tests.csv","445","15121db54752186e6723027551e9c07a5b1272c7bc0842aa95a0b7cf50817879"
"results/L1_TISCH_GSE166555/patient_cross_compartment_scores.csv","2013","6efa0b6847cc2994fd8b90dd60ec8c71fa45903655a3816869a8dec6c8ee9d55"
"results/L1_TISCH_GSE166555/patient_group_pseudobulk.csv","193402","24cd6fa2c274083cc6109f22832ff5f98f2ae318223cfcb9717daef4241a54d7"
"results/L1_TISCH_GSE166555/patient_level_associations.csv","4805","f7a8b38fad3bbf3652a26b545a3fc3fbc9e400ba94b7d4049eb3a3d1dfdfac3d"
"results/L1_TISCH_GSE166555/R_sessionInfo.txt","644","1512cbaa320a7953906fc934f6afd15c6ef30137baaf9b34b3914db8d588a506"
"results/L1_TISCH_GSE166555/sample_group_qc.csv","4531","a81d961c69d209caa5b35534e92b99453c7e3b6e4d4c28b48c84bcb6c5c26751"
"results/L1_TISCH_GSE166555/selected_gene_counts_by_sample_group.csv","146938","4a227f9342322dbd2a74483c8bf7b16303e529cb2128eb563892e54c2b16d3f4"
"results/L1_TISCH_GSE166555/sessionInfo.txt","139","175366040a797412b01f53ada9d627c69d5c1f3b57c657e3d72acd6a70ad6e9f"
"results/L1_TISCH_GSE166555/target_gene_availability.csv","485","225392fedff1a05544b948d3d4208333d43336dd06966bb8b88689748e1f8aec"
"results/L2_spatial/legacy_habitat_agreement.csv","87","b82f89a6cb6e31bf8dac74be358fa8da9b44bbd4299cb35291589f06bba6ea71"
"results/L2_spatial/sessionInfo.txt","1326","3e1aa39e5f52377705fa11b96c35c607eb871fd80e3ee4210d0eda87bb2dd391"
"results/L2_spatial/spatial_fap_epithelial_cooccurrence.csv","281","1f12e84f3ed9c4dfce7458644dbb153142f87bbcf3af246e21c4914e53fbaf58"
"results/L2_spatial/spatial_habitat_summary.csv","662","10289eca116c04f7ec7ba0369986ad1c8ad1946446c44ac9b6deee9b7650862e"
"results/L2_spatial/spatial_habitat_thresholds.csv","213","2b862f90acf9886b0a6f6ec359d278331cf3657b7f956aa82e8b031e835ce497"
"results/L2_spatial/spatial_morans_i.csv","379","370baf9fc7bdd3f5971aa99857ea243dbd8b90d98dafde9fc5795ce18582a1e2"
"results/L2_spatial/spatial_spot_habitats_recomputed.csv","1660082","488aca3cef495dabaaa6c3f534fd9c93b75107c280185010946ea16122da7707"
"results/L2_Valdeolivas_spatial/sessionInfo.txt","811","21eebfe0d0a333f5084b1fb2ff8364b5a1f4e285460b0e5204f016059196b703"
"results/L2_Valdeolivas_spatial/spatial_patient_averaged_metrics.csv","517","b991598d39f85a94f407344195e31af4b42d74737cee844f7a5be8d35d85cf1f"
"results/L2_Valdeolivas_spatial/spatial_patient_summary.csv","413","ef2b592735658a07a3e01c2c24869cc136c9ca8ebcf62e025aa8a4f25f7e0179"
"results/L2_Valdeolivas_spatial/spatial_replicate_concordance.csv","270","d93870cf2f533236f09e1da6ba38311f8320b5f7dcd615933c7dcfda3b7281f9"
"results/L2_Valdeolivas_spatial/spatial_sample_metrics.csv","2474","f43c9393d5d8ff023b9919912d88b5f94420a390c4834e02b104df60da88b4cd"
"results/L2_Valdeolivas_spatial/spatial_spot_scores.csv.gz","1314642","64007b3263b2f7705be4f8ce08d66a7da42413b620682e5dd0d6bde147431fa8"
"results/L3_NicheNet/epithelial_DE_summary.csv","151","66e67d1c11a6b03b58879750a4eb50e2befb4c1b830b359d3c89cdebd000d309"
"results/L3_NicheNet/epithelial_pseudobulk_high_vs_low_DE.csv","1199273","ed00769b8bcffcb2ad09a84c463759016ad8964dc13874e660a0494e00c5b41e"
"results/L3_NicheNet/nichenet_ligand_activity_dataset_specific.csv","35569","38c938118f79a96a5fb89b9430e26ac0853c17212c5721043c2ad0c4dc79a9ea"
"results/L3_NicheNet/nichenet_patient_groups.csv","599","088fd4a383c5203604b1e12829717d190643ecbf64e328ae24ddeb22732d3dd5"
"results/L3_NicheNet/nichenet_potential_ligands.csv","1986","4dcff050c517d7e8492d508018775895f52b5ad174840b44db6b33692642c793"
"results/L3_NicheNet/nichenet_receiver_gene_set_top200.csv","1561","a26d780ca84d179303557720ef80b19271859ad14eae83eb802ed165ad7baa60"
"results/L3_NicheNet/sessionInfo.txt","5311","748b4575837e2f2ce71ea144946203fec24727a3afa9f1ae94bbea85590ec6f7"
"results/L3_pathway_TF/dorothea_high_vs_low_and_burden.csv","17141","96f9d0af17dee55e81a7e6d163fa0da1cc849c5d7fb459d06b3628b76e252eb0"
"results/L3_pathway_TF/dorothea_patient_scores.csv","23731","6e2c8df2f038aee9e3fe8ccee17f3ee8cb66dbbf6f0b1361dfcb00ca8eed0c29"
"results/L3_pathway_TF/dorothea_selected_emt_tfs.csv","1152","c2084f0fecfb53e9fb1234f94d9b63759958a64262792cf0fb0df828333ad06b"
"results/L3_pathway_TF/eligible_patient_groups.csv","599","088fd4a383c5203604b1e12829717d190643ecbf64e328ae24ddeb22732d3dd5"
"results/L3_pathway_TF/progeny_high_vs_low_and_burden.csv","2284","6cd77a702e0fa57fb978b12221da2d168d86dbac39a836fdf69406f47c7edeab"
"results/L3_pathway_TF/progeny_patient_scores.csv","3476","d2ec95bb8dc3d8bcf44f6cc35c34aaae18b5b08cdb686ebc96090ef8db46a659"
"results/L3_pathway_TF/sessionInfo.txt","1740","0994364bc933fb0659e04d21b7ddb2fe9a7674eed5f0729d87fa22c10135ec5d"
"results/L3_spatial_CellChat/sessionInfo.txt","3387","291577a79cb4a9006e67012f539a3af4323783b82b658e753c76520c3d964fa8"
"results/L3_spatial_CellChat/spatial_cellchat_focused_pairs_all.csv","68743","a3c22c336a6318f36e9eafc7a78524292562c50911934661e2dbeeee6a7edecc"
"results/L3_spatial_CellChat/spatial_cellchat_pair_prevalence.csv","475","f0f283369959cf9bbd9419d594366515355be8c2976295508733c1ef59dd40dd"
